id,section_number,section_name_en,section_name_fr,subsection_number,subsection_name_en,subsection_name_fr,title_en,title_fr,id_2025_26
Q2_2Row6Cell1,2,Section 2 : Informal Requests,Section 2 : Demandes informelles,2.2,2.2 Channels of informal requests,2.2 Mode des demandes informelles,Number of Informal Requests - Source: Fax,Nombre de demandes informelles - Mode: Télécopieur,Q4R6C1
Q2_2Row7Cell1,2,Section 2 : Informal Requests,Section 2 : Demandes informelles,2.2,2.2 Channels of informal requests,2.2 Mode des demandes informelles,Number of Informal Requests - Source: Total,Nombre de demandes informelles - Mode: Total,Q4R7C1
Q2_3Row1Cell1,2,Section 2 : Informal Requests,Section 2 : Demandes informelles,2.3,2.3 Completion time of informal requests,2.3 Délai de traitement pour les demandes informelles,Completion Time: 1 to 15 days - Informal requests,Délai de traitement : 1 à 15 jours - Demandes informelles,Q5R1C1
Q2_3Row1Cell2,2,Section 2 : Informal Requests,Section 2 : Demandes informelles,2.3,2.3 Completion time of informal requests,2.3 Délai de traitement pour les demandes informelles,Completion Time: 16 to 30 days - Informal requests,Délai de traitement : 16 à 30 jours - Demandes informelles,Q5R1C2
Q2_3Row1Cell3,2,Section 2 : Informal Requests,Section 2 : Demandes informelles,2.3,2.3 Completion time of informal requests,2.3 Délai de traitement pour les demandes informelles,Completion Time: 31 to 60 days - Informal requests,Délai de traitement : 31 à 60 jours - Demandes informelles,Q5R1C3
Q2_3Row1Cell4,2,Section 2 : Informal Requests,Section 2 : Demandes informelles,2.3,2.3 Completion time of informal requests,2.3 Délai de traitement pour les demandes informelles,Completion Time: 61 to 120 days - Informal requests,Délai de traitement : 61 à 120 jours - Demandes informelles,Q5R1C4
Q2_3Row1Cell5,2,Section 2 : Informal Requests,Section 2 : Demandes informelles,2.3,2.3 Completion time of informal requests,2.3 Délai de traitement pour les demandes informelles,Completion Time: 121 to 180 days - Informal requests,Délai de traitement : 121 à 180 jours - Demandes informelles,Q5R1C5
Q2_3Row1Cell6,2,Section 2 : Informal Requests,Section 2 : Demandes informelles,2.3,2.3 Completion time of informal requests,2.3 Délai de traitement pour les demandes informelles,Completion Time: 181 to 365 days - Informal requests,Délai de traitement : 181 à 365 jours - Demandes informelles,Q5R1C6
Q2_3Row1Cell7,2,Section 2 : Informal Requests,Section 2 : Demandes informelles,2.3,2.3 Completion time of informal requests,2.3 Délai de traitement pour les demandes informelles,Completion Time: More than 365 days - Informal requests,Délai de traitement : Plus de 365 jours - Demandes informelles,Q5R1C7
Q2_3Row1Cell8,2,Section 2 : Informal Requests,Section 2 : Demandes informelles,2.3,2.3 Completion time of informal requests,2.3 Délai de traitement pour les demandes informelles,Completion Time: Total - Informal requests,Délai de traitement : Total - Demandes informelles,Q6R1C1
Q2_4Row1Cell1,2,Section 2 : Informal Requests,Section 2 : Demandes informelles,2.4,2.4 Pages released informally,2.4 Pages communiquées informellement,Less than 100 Pages released: Number of requests - Pages released informally,Moins de 100 pages communiquées: Nombre de demandes - Pages communiquées informellement,Q6R1C2
Q2_4Row1Cell2,2,Section 2 : Informal Requests,Section 2 : Demandes informelles,2.4,2.4 Pages released informally,2.4 Pages communiquées informellement,Less than 100 Pages released: Pages released - Pages released informally,Moins de 100 pages communiquées: Pages communiquées - Pages communiquées informellement,Q6R1C3
Q2_4Row1Cell3,2,Section 2 : Informal Requests,Section 2 : Demandes informelles,2.4,2.4 Pages released informally,2.4 Pages communiquées informellement,100-500 Pages released: Number of requests - Pages released informally,De 100-500 pages communiquées: Nombre de demandes - Pages communiquées informellement,Q6R1C4
Q2_4Row1Cell4,2,Section 2 : Informal Requests,Section 2 : Demandes informelles,2.4,2.4 Pages released informally,2.4 Pages communiquées informellement,100-500 Pages released: Pages released - Pages released informally,De 100-500 pages communiquées: Pages communiquées - Pages communiquées informellement,Q6R1C5
Q2_4Row1Cell5,2,Section 2 : Informal Requests,Section 2 : Demandes informelles,2.4,2.4 Pages released informally,2.4 Pages communiquées informellement,501-1000 Pages released: Number of requests - Pages released informally,De 501-1 000 pages communiquées: Nombre de demandes - Pages communiquées informellement,Q6R1C6
Q2_4Row1Cell6,2,Section 2 : Informal Requests,Section 2 : Demandes informelles,2.4,2.4 Pages released informally,2.4 Pages communiquées informellement,501-1000 Pages released: Pages released - Pages released informally,De 501-1 000 pages communiquées: Pages communiquées - Pages communiquées informellement,Q6R1C7
Q2_4Row1Cell7,2,Section 2 : Informal Requests,Section 2 : Demandes informelles,2.4,2.4 Pages released informally,2.4 Pages communiquées informellement,1001-5000 Pages released: Number of requests - Pages released informally,De 1 001-5 000 pages communiquées: Nombre de demandes - Pages communiquées informellement,Q6R1C8
Q2_4Row1Cell8,2,Section 2 : Informal Requests,Section 2 : Demandes informelles,2.4,2.4 Pages released informally,2.4 Pages communiquées informellement,1001-5000 Pages released: Pages released - Pages released informally,De 1 001-5 000 pages communiquées: Pages communiquées - Pages communiquées informellement,Q6R1C9
Q2_4Row1Cell9,2,Section 2 : Informal Requests,Section 2 : Demandes informelles,2.4,2.4 Pages released informally,2.4 Pages communiquées informellement,More Than 5000 Pages released: Number of requests - Pages released informally,Plus de 5 000 pages communiquées: Nombre de demandes - Pages communiquées informellement,Q6R1C10
Q2_4Row1Cell10,2,Section 2 : Informal Requests,Section 2 : Demandes informelles,2.4,2.4 Pages released informally,2.4 Pages communiquées informellement,More Than 5000 Pages released: Pages released - Pages released informally,Plus de 5 000 pages communiquées: Pages communiquées - Pages communiquées informellement,Q7R1C1
Q3_1Row1Cell1,3,Section 3: Requests closed during the reporting period,Section 3 : Demandes fermées pendant la période d’établissement de rapport,3.1,3.1 Disposition and completion time,3.1 Disposition et délai de traitement,Completion Time: 1 to 15 days - Disposition of requests: All disclosed,Délai de traitement: 1 to 15 days - Disposition: Communication totale,Q7R1C2
Q3_1Row2Cell1,3,Section 3: Requests closed during the reporting period,Section 3 : Demandes fermées pendant la période d’établissement de rapport,3.1,3.1 Disposition and completion time,3.1 Disposition et délai de traitement,Completion Time: 1 to 15 days - Disposition of requests: Disclosed in part,Délai de traitement: 1 to 15 days - Disposition: Communication partielle,Q7R1C3
Q3_1Row3Cell1,3,Section 3: Requests closed during the reporting period,Section 3 : Demandes fermées pendant la période d’établissement de rapport,3.1,3.1 Disposition and completion time,3.1 Disposition et délai de traitement,Completion Time: 1 to 15 days - Disposition of requests: All exempted,Délai de traitement: 1 to 15 days - Disposition: Exception totale,Q7R1C4
Q3_1Row4Cell1,3,Section 3: Requests closed during the reporting period,Section 3 : Demandes fermées pendant la période d’établissement de rapport,3.1,3.1 Disposition and completion time,3.1 Disposition et délai de traitement,Completion Time: 1 to 15 days - Disposition of requests: All excluded,Délai de traitement: 1 to 15 days - Exclusion totale<,Q7R1C5
Q3_1Row5Cell1,3,Section 3: Requests closed during the reporting period,Section 3 : Demandes fermées pendant la période d’établissement de rapport,3.1,3.1 Disposition and completion time,3.1 Disposition et délai de traitement,Completion Time: 1 to 15 days - Disposition of requests: No records exist,Délai de traitement: 1 to 15 days - Disposition: Aucun document n’existe,Q7R1C6
Q3_1Row7Cell1,3,Section 3: Requests closed during the reporting period,Section 3 : Demandes fermées pendant la période d’établissement de rapport,3.1,3.1 Disposition and completion time,3.1 Disposition et délai de traitement,Completion Time: 1 to 15 days - Disposition of requests: Request abandoned,Délai de traitement: 1 to 15 days - Disposition: Demande abandonnée,Q7R1C7
Q3_1Row8Cell1,3,Section 3: Requests closed during the reporting period,Section 3 : Demandes fermées pendant la période d’établissement de rapport,3.1,3.1 Disposition and completion time,3.1 Disposition et délai de traitement,Completion Time: 1 to 15 days - Disposition of requests: Neither confirmed nor denied,Délai de traitement: 1 to 15 days - Disposition: Ni confirmée ni infirmée,Q7R2C1
Q3_1Row10Cell1,3,Section 3: Requests closed during the reporting period,Section 3 : Demandes fermées pendant la période d’établissement de rapport,3.1,3.1 Disposition and completion time,3.1 Disposition et délai de traitement,Completion Time: 1 to 15 days - Disposition of requests: Total,Délai de traitement: 1 to 15 days - Disposition: Total,Q7R2C2
Q3_1Row1Cell2,3,Section 3: Requests closed during the reporting period,Section 3 : Demandes fermées pendant la période d’établissement de rapport,3.1,3.1 Disposition and completion time,3.1 Disposition et délai de traitement,Completion Time: 16 to 30 days - Disposition of requests: All disclosed,Délai de traitement: 16 à 30 jours - Disposition: Communication totale,Q7R2C3
Q3_1Row2Cell2,3,Section 3: Requests closed during the reporting period,Section 3 : Demandes fermées pendant la période d’établissement de rapport,3.1,3.1 Disposition and completion time,3.1 Disposition et délai de traitement,Completion Time: 16 to 30 days - Disposition of requests: Disclosed in part,Délai de traitement: 16 à 30 jours - Disposition: Communication partielle,Q7R2C4
Q3_1Row3Cell2,3,Section 3: Requests closed during the reporting period,Section 3 : Demandes fermées pendant la période d’établissement de rapport,3.1,3.1 Disposition and completion time,3.1 Disposition et délai de traitement,Completion Time: 16 to 30 days - Disposition of requests: All exempted,Délai de traitement: 16 à 30 jours - Disposition: Exception totale,Q7R2C5
Q3_1Row4Cell2,3,Section 3: Requests closed during the reporting period,Section 3 : Demandes fermées pendant la période d’établissement de rapport,3.1,3.1 Disposition and completion time,3.1 Disposition et délai de traitement,Completion Time: 16 to 30 days - Disposition of requests: All excluded,Délai de traitement: 16 à 30 jours - Exclusion totale<,Q7R2C6
Q3_1Row5Cell2,3,Section 3: Requests closed during the reporting period,Section 3 : Demandes fermées pendant la période d’établissement de rapport,3.1,3.1 Disposition and completion time,3.1 Disposition et délai de traitement,Completion Time: 16 to 30 days - Disposition of requests: No records exist,Délai de traitement: 16 à 30 jours - Disposition: Aucun document n’existe,Q7R3C7
Q3_1Row7Cell2,3,Section 3: Requests closed during the reporting period,Section 3 : Demandes fermées pendant la période d’établissement de rapport,3.1,3.1 Disposition and completion time,3.1 Disposition et délai de traitement,Completion Time: 16 to 30 days - Disposition of requests: Request abandoned,Délai de traitement: 16 à 30 jours - Disposition: Demande abandonnée,Q7R3C1
Q3_1Row8Cell2,3,Section 3: Requests closed during the reporting period,Section 3 : Demandes fermées pendant la période d’établissement de rapport,3.1,3.1 Disposition and completion time,3.1 Disposition et délai de traitement,Completion Time: 16 to 30 days - Disposition of requests: Neither confirmed nor denied,Délai de traitement: 16 à 30 jours - Disposition: Ni confirmée ni infirmée,Q7R3C2
Q3_1Row10Cell2,3,Section 3: Requests closed during the reporting period,Section 3 : Demandes fermées pendant la période d’établissement de rapport,3.1,3.1 Disposition and completion time,3.1 Disposition et délai de traitement,Completion Time: 16 to 30 days - Disposition of requests: Total,Délai de traitement: 16 à 30 jours - Disposition: Total,Q7R3C3
Q3_1Row1Cell3,3,Section 3: Requests closed during the reporting period,Section 3 : Demandes fermées pendant la période d’établissement de rapport,3.1,3.1 Disposition and completion time,3.1 Disposition et délai de traitement,Completion Time: 31 to 60 days - Disposition of requests: All disclosed,Délai de traitement: 31 à 60 jours - Disposition: Communication totale,Q7R3C4
Q3_1Row2Cell3,3,Section 3: Requests closed during the reporting period,Section 3 : Demandes fermées pendant la période d’établissement de rapport,3.1,3.1 Disposition and completion time,3.1 Disposition et délai de traitement,Completion Time: 31 to 60 days - Disposition of requests: Disclosed in part,Délai de traitement: 31 à 60 jours - Disposition: Communication partielle,Q7R3C5
Q3_1Row3Cell3,3,Section 3: Requests closed during the reporting period,Section 3 : Demandes fermées pendant la période d’établissement de rapport,3.1,3.1 Disposition and completion time,3.1 Disposition et délai de traitement,Completion Time: 31 to 60 days - Disposition of requests: All exempted,Délai de traitement: 31 à 60 jours - Disposition: Exception totale,Q7R3C6
Q3_1Row4Cell3,3,Section 3: Requests closed during the reporting period,Section 3 : Demandes fermées pendant la période d’établissement de rapport,3.1,3.1 Disposition and completion time,3.1 Disposition et délai de traitement,Completion Time: 31 to 60 days - Disposition of requests: All excluded,Délai de traitement: 31 à 60 jours - Exclusion totale<,Q7R3C7
Q3_1Row5Cell3,3,Section 3: Requests closed during the reporting period,Section 3 : Demandes fermées pendant la période d’établissement de rapport,3.1,3.1 Disposition and completion time,3.1 Disposition et délai de traitement,Completion Time: 31 to 60 days - Disposition of requests: No records exist,Délai de traitement: 31 à 60 jours - Disposition: Aucun document n’existe,Q7R4C1
Q3_1Row7Cell3,3,Section 3: Requests closed during the reporting period,Section 3 : Demandes fermées pendant la période d’établissement de rapport,3.1,3.1 Disposition and completion time,3.1 Disposition et délai de traitement,Completion Time: 31 to 60 days - Disposition of requests: Request abandoned,Délai de traitement: 31 à 60 jours - Disposition: Demande abandonnée,Q7R4C2
Q3_1Row8Cell3,3,Section 3: Requests closed during the reporting period,Section 3 : Demandes fermées pendant la période d’établissement de rapport,3.1,3.1 Disposition and completion time,3.1 Disposition et délai de traitement,Completion Time: 31 to 60 days - Disposition of requests: Neither confirmed nor denied,Délai de traitement: 31 à 60 jours - Disposition: Ni confirmée ni infirmée,Q7R4C3
Q3_1Row10Cell3,3,Section 3: Requests closed during the reporting period,Section 3 : Demandes fermées pendant la période d’établissement de rapport,3.1,3.1 Disposition and completion time,3.1 Disposition et délai de traitement,Completion Time: 31 to 60 days - Disposition of requests: Total,Délai de traitement: 31 à 60 jours - Disposition: Total,Q7R4C4
Q3_1Row1Cell4,3,Section 3: Requests closed during the reporting period,Section 3 : Demandes fermées pendant la période d’établissement de rapport,3.1,3.1 Disposition and completion time,3.1 Disposition et délai de traitement,Completion Time: 61 to 120 days - Disposition of requests: All disclosed,Délai de traitement: 61 à 120 jours - Disposition: Communication totale,Q7R4C5
Q3_1Row2Cell4,3,Section 3: Requests closed during the reporting period,Section 3 : Demandes fermées pendant la période d’établissement de rapport,3.1,3.1 Disposition and completion time,3.1 Disposition et délai de traitement,Completion Time: 61 to 120 days - Disposition of requests: Disclosed in part,Délai de traitement: 61 à 120 jours - Disposition: Communication partielle,Q7R4C6
Q3_1Row3Cell4,3,Section 3: Requests closed during the reporting period,Section 3 : Demandes fermées pendant la période d’établissement de rapport,3.1,3.1 Disposition and completion time,3.1 Disposition et délai de traitement,Completion Time: 61 to 120 days - Disposition of requests: All exempted,Délai de traitement: 61 à 120 jours - Disposition: Exception totale,Q7R4C7
Q3_1Row4Cell4,3,Section 3: Requests closed during the reporting period,Section 3 : Demandes fermées pendant la période d’établissement de rapport,3.1,3.1 Disposition and completion time,3.1 Disposition et délai de traitement,Completion Time: 61 to 120 days - Disposition of requests: All excluded,Délai de traitement: 61 à 120 jours - Exclusion totale<,Q7R5C1
Q3_1Row5Cell4,3,Section 3: Requests closed during the reporting period,Section 3 : Demandes fermées pendant la période d’établissement de rapport,3.1,3.1 Disposition and completion time,3.1 Disposition et délai de traitement,Completion Time: 61 to 120 days - Disposition of requests: No records exist,Délai de traitement: 61 à 120 jours - Disposition: Aucun document n’existe,Q7R5C2
Q3_1Row7Cell4,3,Section 3: Requests closed during the reporting period,Section 3 : Demandes fermées pendant la période d’établissement de rapport,3.1,3.1 Disposition and completion time,3.1 Disposition et délai de traitement,Completion Time: 61 to 120 days - Disposition of requests: Request abandoned,Délai de traitement: 61 à 120 jours - Disposition: Demande abandonnée,Q7R5C3
Q3_1Row8Cell4,3,Section 3: Requests closed during the reporting period,Section 3 : Demandes fermées pendant la période d’établissement de rapport,3.1,3.1 Disposition and completion time,3.1 Disposition et délai de traitement,Completion Time: 61 to 120 days - Disposition of requests: Neither confirmed nor denied,Délai de traitement: 61 à 120 jours - Disposition: Ni confirmée ni infirmée,Q7R5C4
Q3_1Row10Cell4,3,Section 3: Requests closed during the reporting period,Section 3 : Demandes fermées pendant la période d’établissement de rapport,3.1,3.1 Disposition and completion time,3.1 Disposition et délai de traitement,Completion Time: 61 to 120 days - Disposition of requests: Total,Délai de traitement: 61 à 120 jours - Disposition: Total,Q7R5C5
Q3_1Row1Cell5,3,Section 3: Requests closed during the reporting period,Section 3 : Demandes fermées pendant la période d’établissement de rapport,3.1,3.1 Disposition and completion time,3.1 Disposition et délai de traitement,Completion Time: 121 to 180 days - Disposition of requests: All disclosed,Délai de traitement: 121 à 180 jours - Disposition: Communication totale,Q7R5C6
Q3_1Row2Cell5,3,Section 3: Requests closed during the reporting period,Section 3 : Demandes fermées pendant la période d’établissement de rapport,3.1,3.1 Disposition and completion time,3.1 Disposition et délai de traitement,Completion Time: 121 to 180 days - Disposition of requests: Disclosed in part,Délai de traitement: 121 à 180 jours - Disposition: Communication partielle,Q7R5C7
Q3_1Row3Cell5,3,Section 3: Requests closed during the reporting period,Section 3 : Demandes fermées pendant la période d’établissement de rapport,3.1,3.1 Disposition and completion time,3.1 Disposition et délai de traitement,Completion Time: 121 to 180 days - Disposition of requests: All exempted,Délai de traitement: 121 à 180 jours - Disposition: Exception totale,Q7R6C1
Q3_1Row4Cell5,3,Section 3: Requests closed during the reporting period,Section 3 : Demandes fermées pendant la période d’établissement de rapport,3.1,3.1 Disposition and completion time,3.1 Disposition et délai de traitement,Completion Time: 121 to 180 days - Disposition of requests: All excluded,Délai de traitement: 121 à 180 jours - Exclusion totale<,Q7R6C2
Q3_1Row5Cell5,3,Section 3: Requests closed during the reporting period,Section 3 : Demandes fermées pendant la période d’établissement de rapport,3.1,3.1 Disposition and completion time,3.1 Disposition et délai de traitement,Completion Time: 121 to 180 days - Disposition of requests: No records exist,Délai de traitement: 121 à 180 jours - Disposition: Aucun document n’existe,Q7R6C3
Q3_1Row7Cell5,3,Section 3: Requests closed during the reporting period,Section 3 : Demandes fermées pendant la période d’établissement de rapport,3.1,3.1 Disposition and completion time,3.1 Disposition et délai de traitement,Completion Time: 121 to 180 days - Disposition of requests: Request abandoned,Délai de traitement: 121 à 180 jours - Disposition: Demande abandonnée,Q7R6C4
Q3_1Row8Cell5,3,Section 3: Requests closed during the reporting period,Section 3 : Demandes fermées pendant la période d’établissement de rapport,3.1,3.1 Disposition and completion time,3.1 Disposition et délai de traitement,Completion Time: 121 to 180 days - Disposition of requests: Neither confirmed nor denied,Délai de traitement: 121 à 180 jours - Disposition: Ni confirmée ni infirmée,Q7R6C5
