id,section_number,section_name_en,section_name_fr,subsection_number,subsection_name_en,subsection_name_fr,title_en,title_fr,id_2025_26
Q1R1C2,1,Section 1,Section 1,1.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q1R1C2
Q1R2C2,1,Section 1,Section 1,1.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q1R2C2
Q1R3C2,1,Section 1,Section 1,1.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q1R3C2
Q1R4C2,1,Section 1,Section 1,1.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q1R4C2
Q1R5C2,1,Section 1,Section 1,1.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q1R5C2
Q1R6C2,1,Section 1,Section 1,1.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q1R6C2
Q1R7C2,1,Section 1,Section 1,1.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q1R7C2
Q1R8C2,1,Section 1,Section 1,1.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q1R8C2
Q1R9C2,1,Section 1,Section 1,1.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q1R9C2
Q1R10C2,1,Section 1,Section 1,1.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q1R10C2
Q1R11C2,1,Section 1,Section 1,1.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q1R11C2
Q1R1C3,1,Section 1,Section 1,1.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q1R1C3
Q1R2C3,1,Section 1,Section 1,1.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q1R2C3
Q1R3C3,1,Section 1,Section 1,1.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q1R3C3
Q1R4C3,1,Section 1,Section 1,1.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q1R4C3
Q1R5C3,1,Section 1,Section 1,1.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q1R5C3
Q1R6C3,1,Section 1,Section 1,1.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q1R6C3
Q1R7C3,1,Section 1,Section 1,1.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q1R7C3
Q1R8C3,1,Section 1,Section 1,1.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q1R8C3
Q1R9C3,1,Section 1,Section 1,1.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q1R9C3
Q1R10C3,1,Section 1,Section 1,1.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q1R10C3
Q1R11C3,1,Section 1,Section 1,1.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q1R11C3
Q2R1C1,1,Section 1,Section 1,1.2,"Active complaints with the Information Commissioner of Canada, broken down by reporting period received","Plaintes actives auprès du Commissaire à l'information du Canada, ventilées par période d'établissement de rapports reçue",,,Q2R1C1
Q2R2C1,1,Section 1,Section 1,1.2,"Active complaints with the Information Commissioner of Canada, broken down by reporting period received","Plaintes actives auprès du Commissaire à l'information du Canada, ventilées par période d'établissement de rapports reçue",,,Q2R2C1
Q2R3C1,1,Section 1,Section 1,1.2,"Active complaints with the Information Commissioner of Canada, broken down by reporting period received","Plaintes actives auprès du Commissaire à l'information du Canada, ventilées par période d'établissement de rapports reçue",,,Q2R3C1
Q2R4C1,1,Section 1,Section 1,1.2,"Active complaints with the Information Commissioner of Canada, broken down by reporting period received","Plaintes actives auprès du Commissaire à l'information du Canada, ventilées par période d'établissement de rapports reçue",,,Q2R4C1
Q2R5C1,1,Section 1,Section 1,1.2,"Active complaints with the Information Commissioner of Canada, broken down by reporting period received","Plaintes actives auprès du Commissaire à l'information du Canada, ventilées par période d'établissement de rapports reçue",,,Q2R5C1
Q2R6C1,1,Section 1,Section 1,1.2,"Active complaints with the Information Commissioner of Canada, broken down by reporting period received","Plaintes actives auprès du Commissaire à l'information du Canada, ventilées par période d'établissement de rapports reçue",,,Q2R6C1
Q2R7C1,1,Section 1,Section 1,1.2,"Active complaints with the Information Commissioner of Canada, broken down by reporting period received","Plaintes actives auprès du Commissaire à l'information du Canada, ventilées par période d'établissement de rapports reçue",,,Q2R7C1
Q2R8C1,1,Section 1,Section 1,1.2,"Active complaints with the Information Commissioner of Canada, broken down by reporting period received","Plaintes actives auprès du Commissaire à l'information du Canada, ventilées par période d'établissement de rapports reçue",,,Q2R8C1
Q2R9C1,1,Section 1,Section 1,1.2,"Active complaints with the Information Commissioner of Canada, broken down by reporting period received","Plaintes actives auprès du Commissaire à l'information du Canada, ventilées par période d'établissement de rapports reçue",,,Q2R9C1
Q2R10C1,1,Section 1,Section 1,1.2,"Active complaints with the Information Commissioner of Canada, broken down by reporting period received","Plaintes actives auprès du Commissaire à l'information du Canada, ventilées par période d'établissement de rapports reçue",,,Q2R10C1
Q2R11C1,1,Section 1,Section 1,1.2,"Active complaints with the Information Commissioner of Canada, broken down by reporting period received","Plaintes actives auprès du Commissaire à l'information du Canada, ventilées par période d'établissement de rapports reçue",,,Q2R11C1
Q3R1C1,2,Section 2,Section 2,2.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q3R1C1
Q3R2C1,2,Section 2,Section 2,2.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q3R2C1
Q3R3C1,2,Section 2,Section 2,2.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q3R3C1
Q3R4C1,2,Section 2,Section 2,2.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q3R4C1
Q3R5C1,2,Section 2,Section 2,2.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q3R5C1
Q3R6C1,2,Section 2,Section 2,2.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q3R6C1
Q3R7C1,2,Section 2,Section 2,2.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q3R7C1
Q3R8C1,2,Section 2,Section 2,2.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q3R8C1
Q3R9C1,2,Section 2,Section 2,2.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q3R9C1
Q3R10C1,2,Section 2,Section 2,2.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q3R10C1
Q3R11C1,2,Section 2,Section 2,2.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q3R11C1
Q3R1C2,2,Section 2,Section 2,2.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q3R1C2
Q3R2C2,2,Section 2,Section 2,2.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q3R2C2
Q3R3C2,2,Section 2,Section 2,2.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q3R3C2
Q3R4C2,2,Section 2,Section 2,2.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q3R4C2
Q3R5C2,2,Section 2,Section 2,2.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q3R5C2
Q3R6C2,2,Section 2,Section 2,2.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q3R6C2
Q3R7C2,2,Section 2,Section 2,2.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q3R7C2
Q3R8C2,2,Section 2,Section 2,2.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q3R8C2
Q3R9C2,2,Section 2,Section 2,2.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q3R9C2
Q3R10C2,2,Section 2,Section 2,2.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q3R10C2
Q3R11C2,2,Section 2,Section 2,2.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q3R11C2
Q3R1C3,2,Section 2,Section 2,2.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q3R1C3
Q3R2C3,2,Section 2,Section 2,2.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q3R2C3
Q3R3C3,2,Section 2,Section 2,2.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q3R3C3
Q3R4C3,2,Section 2,Section 2,2.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q3R4C3
Q3R5C3,2,Section 2,Section 2,2.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q3R5C3
Q3R6C3,2,Section 2,Section 2,2.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q3R6C3
Q3R7C3,2,Section 2,Section 2,2.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q3R7C3
Q3R8C3,2,Section 2,Section 2,2.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q3R8C3
Q3R9C3,2,Section 2,Section 2,2.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q3R9C3
Q3R10C3,2,Section 2,Section 2,2.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q3R10C3
Q3R11C3,2,Section 2,Section 2,2.1,"Requests carried over to next reporting period, broken down by reporting period received","Demandes reportées à la prochaine période d'établissement de rapports, ventilées par période d'établissement de rapports reçue",,,Q3R11C3
Q4R1C1,2,Section 2,Section 2,2.2,"Active complaints with the Privacy Commissioner of Canada, broken down by reporting period received","Plaintes actives auprès du Commissaire à la protection de la vie privée du Canada, ventilées par période d'établissement de rapports reçue",,,Q4R1C1
Q4R2C1,2,Section 2,Section 2,2.2,"Active complaints with the Privacy Commissioner of Canada, broken down by reporting period received","Plaintes actives auprès du Commissaire à la protection de la vie privée du Canada, ventilées par période d'établissement de rapports reçue",,,Q4R2C1
Q4R3C1,2,Section 2,Section 2,2.2,"Active complaints with the Privacy Commissioner of Canada, broken down by reporting period received","Plaintes actives auprès du Commissaire à la protection de la vie privée du Canada, ventilées par période d'établissement de rapports reçue",,,Q4R3C1
Q4R4C1,2,Section 2,Section 2,2.2,"Active complaints with the Privacy Commissioner of Canada, broken down by reporting period received","Plaintes actives auprès du Commissaire à la protection de la vie privée du Canada, ventilées par période d'établissement de rapports reçue",,,Q4R4C1
Q4R5C1,2,Section 2,Section 2,2.2,"Active complaints with the Privacy Commissioner of Canada, broken down by reporting period received","Plaintes actives auprès du Commissaire à la protection de la vie privée du Canada, ventilées par période d'établissement de rapports reçue",,,Q4R5C1
Q4R6C1,2,Section 2,Section 2,2.2,"Active complaints with the Privacy Commissioner of Canada, broken down by reporting period received","Plaintes actives auprès du Commissaire à la protection de la vie privée du Canada, ventilées par période d'établissement de rapports reçue",,,Q4R6C1
Q4R7C1,2,Section 2,Section 2,2.2,"Active complaints with the Privacy Commissioner of Canada, broken down by reporting period received","Plaintes actives auprès du Commissaire à la protection de la vie privée du Canada, ventilées par période d'établissement de rapports reçue",,,Q4R7C1
Q4R8C1,2,Section 2,Section 2,2.2,"Active complaints with the Privacy Commissioner of Canada, broken down by reporting period received","Plaintes actives auprès du Commissaire à la protection de la vie privée du Canada, ventilées par période d'établissement de rapports reçue",,,Q4R8C1
Q4R9C1,2,Section 2,Section 2,2.2,"Active complaints with the Privacy Commissioner of Canada, broken down by reporting period received","Plaintes actives auprès du Commissaire à la protection de la vie privée du Canada, ventilées par période d'établissement de rapports reçue",,,Q4R9C1
Q4R10C1,2,Section 2,Section 2,2.2,"Active complaints with the Privacy Commissioner of Canada, broken down by reporting period received","Plaintes actives auprès du Commissaire à la protection de la vie privée du Canada, ventilées par période d'établissement de rapports reçue",,,Q4R10C1
Q4R11C1,2,Section 2,Section 2,2.2,"Active complaints with the Privacy Commissioner of Canada, broken down by reporting period received","Plaintes actives auprès du Commissaire à la protection de la vie privée du Canada, ventilées par période d'établissement de rapports reçue",,,Q4R11C1
Q5R1C1,3,Section 3,Section 3,3.0,Has your institution begun a new collection or a new consistent use of the SIN in 2024-25?,Votre institution a-t-elle commencé une nouvelle collecte ou une nouvelle utilisation cohérente du NAS en 2024-2025?,,,Q5R1C1
Q6R1C1,4,Section 4,Section 4,4.0,How many requests were received from foreign nationals outside of Canada in 2024-25?,Combien de demandes ont été reçues de la part de ressortissants étrangers en dehors du Canada en 2024-2025?,,,Q6R1C1
